latitude,longitude,Address,act_est_ttl_comp_cost,pred_est_ttl_comp_cost,best_action,expected_cost_after_action,expected_reduction_amount,pct_reduction,ai_rationale
30.32681746,-97.67501744,7900 STATE HIGHWAY 183,40000.0,151662.3317634382,increase_enforcement,115263.37214021305,36398.959623225164,0.23999999999999996,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.25594452,-97.70159839,SPRINGDALE RD & E 7TH ST,270000.0,285745.99025105464,no_change,285745.99025105464,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Bicycle involvement detected. Nighttime conditions detected.
30.30550477,-97.72793246,300 E 43RD ST,270000.0,87704.76153986549,no_change,87704.76153986549,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.26599688,-97.75352517,W CESAR CHAVEZ ST & WALTER SEAHOLM DR,60000.0,104644.22124967989,increase_enforcement,76390.28151226632,28253.939737413573,0.27,Compliance-focused action; strongest in higher-speed or nighttime contexts. Nighttime conditions detected.
30.23327569,-97.72307508,4400 E RIVERSIDE DR,40000.0,104696.75534195612,no_change,104696.75534195612,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected. Higher-speed environment detected.
30.23375945,-97.72364826,E RIVERSIDE DR & S PLEASANT VALLEY RD,40000.0,93762.80589549098,no_change,93762.80589549098,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.20076247,-97.76269595,5200 S IH 35 SVRD,250000.0,89972.42385325157,no_change,89972.42385325157,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Work zone context detected.
30.20076247,-97.76269595,5200 S IH 35 SVRD,40000.0,89972.42385325157,no_change,89972.42385325157,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Work zone context detected.
30.23476015,-97.74104598,2200 S IH 35 SVRD,20000.0,106709.71248257137,reduce_speed_limit,87501.96423570852,19207.748246862844,0.17999999999999997,"Reduces severity, especially in higher-speed environments and where VRUs are present. Work zone context detected. Higher-speed environment detected."
30.33655739,-97.75543213,N LOOP 1 SVRD & W NORTHLAND DR,40000.0,138740.7623166598,increase_enforcement,106830.38698382804,31910.375332831754,0.23,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.25329501,-97.69761689,E 7TH ST & SHADY LN,270000.0,105428.56188051467,no_change,105428.56188051467,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.23413383,-97.77106375,3400 GARDEN VILLA LN,650000.0,88453.29366770777,no_change,88453.29366770777,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.43596418,-97.73400628,5500 W PARMER LN,220000.0,140878.67956964843,reduce_speed_limit,115520.51724711173,25358.162322536708,0.17999999999999994,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.48162474,-97.76719245,9500 SPECTRUM DR,40000.0,88860.20642307095,no_change,88860.20642307095,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.37378625,-97.67820592,10700 N IH 35,240000.0,154305.01251878144,increase_enforcement,117271.80951427389,37033.20300450755,0.24000000000000005,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.32180461,-97.69356143,6600 E US 290 SVRD,80000.0,108658.51144830411,reduce_speed_limit,91273.14961657547,17385.361831728645,0.1599999999999999,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.35550816,-97.61132241,11712 DUNBLANE WAY,3020000.0,711287.149994872,no_change,711287.149994872,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Pedestrian involvement detected.
30.32854015,-97.72760105,W KOENIG LN & SUNSHINE DR,60000.0,119148.45538349984,increase_enforcement,95318.76430679987,23829.691076699964,0.19999999999999998,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.30378473,-97.75863347,3500 N LOOP 1,260000.0,139593.3227688738,reduce_speed_limit,114466.52467047652,25126.79809839728,0.18,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.16784462,-97.65985523,10430 BURLESON RD,20000.0,115021.78850017168,no_change,115021.78850017168,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.39413475,-97.74599242,10000 GREAT HILLS TRL,40000.0,98327.69576212371,no_change,98327.69576212371,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.23246479,-97.75848246,3000 S CONGRESS AVE,40000.0,109681.38711440249,no_change,109681.38711440249,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.20427318,-97.75930824,4800 SE IH 35,40000.0,140836.493900456,reduce_speed_limit,115485.92499837393,25350.568902082072,0.17999999999999994,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.20559566,-97.8592599,4800 DAVIS LN,40000.0,133915.11107007152,no_change,133915.11107007152,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected. Higher-speed environment detected.
30.29302809,-97.63180667,8100 LOYOLA LN,240000.0,147493.63731804176,work_zone_controls,109145.2916153509,38348.34570269086,0.26,"Work zone flag indicates temporary controls (signage, barriers, speed management) are most appropriate. Work zone context detected. Nighttime conditions detected. Higher-speed environment detected."
30.28637116,-97.70640208,MANOR RD & AIRPORT BLVD,40000.0,125961.79346183987,no_change,125961.79346183987,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected. Higher-speed environment detected.
30.32201963,-97.73933491,4700 BURNET RD,40000.0,96872.18567063799,increase_enforcement,70716.69553956573,26155.490131072263,0.2700000000000001,Compliance-focused action; strongest in higher-speed or nighttime contexts. Nighttime conditions detected.
30.37484312,-97.73994771,8600 N LOOP 1,500000.0,123402.67592607037,reduce_speed_limit,101190.1942593777,22212.481666692664,0.17999999999999997,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.30701477,-97.70963247,BARBARA JORDAN BLVD & I 35 SERVICE ROAD SB RD,40000.0,57394.273707463784,no_change,57394.273707463784,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.18283397,-97.9040303,6600 STATE HIGHWAY 45,270000.0,90173.7951895142,reduce_speed_limit,73942.51205540165,16231.283134112557,0.18,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.30775477,-97.75160246,JEFFERSON ST & W 35TH ST,270000.0,95837.81934562881,no_change,95837.81934562881,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.29355992,-97.75956078,2300 N IH 1,60000.0,140119.76929072765,reduce_speed_limit,114898.21081839668,25221.558472330973,0.17999999999999997,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.21963,-97.75671233,600 E STATE HIGHWAY 71 SVRD,220000.0,142169.36362652967,increase_enforcement,108048.71635616255,34120.64727036712,0.24,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.1907511,-97.77028968,6600 S STATE HIGHWAY 35,260000.0,143955.7387726773,reduce_speed_limit,118043.70579359538,25912.03297908191,0.18,"Reduces severity, especially in higher-speed environments and where VRUs are present. Work zone context detected. Higher-speed environment detected."
30.23816479,-97.76212246,S 1ST ST & CUMBERLAND,400000.0,102389.12884623194,no_change,102389.12884623194,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.3725118,-97.66573847,DESSAU RD & E BRAKER LN,620000.0,115819.73038038312,no_change,115819.73038038312,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.35826261,-97.73547232,100 E ANDERSON LN,260000.0,112521.54827174434,increase_enforcement,90017.23861739547,22504.309654348865,0.19999999999999998,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.30424477,-97.70384247,MUELLER BLVD & BARBARA JORDAN BLVD,310000.0,103133.48936749724,work_zone_controls,76318.78213194796,26814.707235549286,0.26,"Work zone flag indicates temporary controls (signage, barriers, speed management) are most appropriate. Work zone context detected."
30.33773788,-97.68414942,1300 RUTHERFORD LN,200000.0,109473.60538557652,no_change,109473.60538557652,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.30267291,-97.73819877,3800 GUADALUPE ST,270000.0,91566.82870172021,no_change,91566.82870172021,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.34256476,-97.69432247,RUTHERFORD LN & SHENANDOAH DR,60000.0,108318.97898334681,no_change,108318.97898334681,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.17277266,-97.79979463,500 W SLAUGHTER LN,40000.0,116050.7229718363,no_change,116050.7229718363,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.27816478,-97.74406246,W 15TH ST & SAN ANTONIO ST,80000.0,96814.71751998647,no_change,96814.71751998647,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.27753478,-97.74195246,LAVACA ST & W 15TH ST,80000.0,97136.02735672158,no_change,97136.02735672158,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.28750478,-97.73959246,W 24TH ST & UNIVERSITY AVE,250000.0,65670.33030355867,no_change,65670.33030355867,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.31618948,-97.70755122,5600 N IH 35,7200000.0,110890.44544172939,increase_enforcement,78732.21626362787,32158.229178101523,0.29,Compliance-focused action; strongest in higher-speed or nighttime contexts. Fatality flag increases priority for higher-impact interventions. Nighttime conditions detected. Higher-speed environment detected.
30.1724348,-97.72213247,MCKINNEY FALLS PKWY & DEE GABRIEL COLLINS RD,200000.0,58251.15226561854,no_change,58251.15226561854,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected. Higher-speed environment detected.
30.443411,-97.786401,13300 US 183 SVRD,40000.0,94684.30345492854,reduce_speed_limit,77641.12883304141,17043.174621887127,0.17999999999999988,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.27234806,-97.69751759,LOOP 111 & PRIVATE DRIVE,240000.0,143353.44623518133,increase_enforcement,108948.6191387378,34404.82709644352,0.24000000000000002,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.32294477,-97.69414247,6600 ATHLETIC DR,60000.0,88105.99337244607,no_change,88105.99337244607,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.40206083,-97.85244065,11400 FM 2222,40000.0,110155.73506600678,reduce_speed_limit,90327.70275412557,19828.03231188121,0.1799999999999999,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.28610382,-97.66600139,BUSINESS US 183 SVRD & MARTIN BLVD,40000.0,108561.22075285687,reduce_speed_limit,91191.42543239977,17369.795320457095,0.15999999999999998,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.26574519,-97.73465308,E 6 TH ST & N IH 35 SVRD,40000.0,101082.890210232,increase_enforcement,79855.48326608328,21227.406944148723,0.21000000000000002,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.20106031,-97.78536613,6300 S 1ST ST,400000.0,112195.78860633314,no_change,112195.78860633314,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.24795479,-97.84975244,SOUTHWEST PKWY & FOSTER RANCH RD,60000.0,96165.61012448373,no_change,96165.61012448373,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.20842717,-97.76056134,4800 WEIDEMAR LN,500000.0,91615.76978314272,no_change,91615.76978314272,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.41332058,-97.69050802,E PARMER LN & N METRIC BLVD,40000.0,150598.9224624918,increase_enforcement,115961.1702961187,34637.75216637312,0.23,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.40896292,-97.71378913,700 S LOOP 1,220000.0,105235.79933944473,reduce_speed_limit,86293.35545834468,18942.443881100044,0.17999999999999994,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.34929118,-97.79729808,5200 N LOOP 360,310000.0,110056.03400532115,reduce_speed_limit,90245.94788436336,19810.0861209578,0.17999999999999994,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.28304156,-97.72725499,2000 N IH 35,60000.0,114194.64407199557,increase_enforcement,91355.71525759646,22838.928814399114,0.2,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.24566953,-97.7569149,2007 S 1ST ST,40000.0,101137.22008100191,no_change,101137.22008100191,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.34292441,-97.70360604,W E ANDERSON LN SVRD WB LN & N GESSNER DR,420000.0,112251.75067593028,reduce_speed_limit,94291.47056778145,17960.28010814883,0.15999999999999986,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.29459889,-97.70024457,4200 BERKMAN DR,40000.0,102884.66223119256,no_change,102884.66223119256,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.44355474,-97.70776246,W HOWARD LN & MCNEIL RD,220000.0,135380.13077413163,no_change,135380.13077413163,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.26233478,-97.72447247,E 6TH ST & CHALMERS AVE,290000.0,96097.86610828269,no_change,96097.86610828269,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.36531866,-97.70171764,W RUNDBERG LN & COLLINFIELD DR,240000.0,99323.77401338326,no_change,99323.77401338326,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.27653671,-97.73083164,2300 N IH 35,270000.0,137919.17173212115,reduce_speed_limit,113093.72082033935,24825.450911781794,0.1799999999999999,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.20893425,-97.78118826,5500 S 1ST ST,40000.0,101853.4389146582,no_change,101853.4389146582,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.25515094,-97.76639337,1300 KINNEY AVE,3020000.0,87158.77753355108,no_change,87158.77753355108,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.26541478,-97.70902247,N PLEASANT VALLEY RD & WEBBERVILLE RD,100000.0,79327.95964817391,no_change,79327.95964817391,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.3644941,-97.69620717,9500 N LAMAR BLVD,20000.0,72657.54117127179,increase_enforcement,53040.00505502841,19617.536116243384,0.27,Compliance-focused action; strongest in higher-speed or nighttime contexts. Nighttime conditions detected.
30.22328848,-97.74734329,S IH 35 SVRD & WOODWARD ST,240000.0,123317.04093646578,reduce_speed_limit,101119.97356790195,22197.067368563832,0.17999999999999994,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.34919476,-97.71628247,W ANDERSON LN & ANDERSON,260000.0,117289.13966266814,increase_enforcement,91485.52893688115,25803.610725786988,0.21999999999999997,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.20014732,-97.80750685,MANCHACA RD & MATTHEWS LN,6250000.0,767408.0639511286,increase_enforcement,613926.451160903,153481.61279022566,0.1999999999999999,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.24000479,-97.83327244,SOUTHWEST PKWY & BOSTON LN,270000.0,564768.5917705435,no_change,564768.5917705435,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.19194861,-97.77551215,400 E WILLIAM CANNON DR,60000.0,103777.21375493152,no_change,103777.21375493152,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.37761827,-97.68877783,N LAMAR BLVD & FERGUSON DR,60000.0,116395.76013375478,increase_enforcement,89624.73530299119,26771.024830763592,0.22999999999999993,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.39227847,-97.71487298,2400 KRAMER LN,250000.0,101227.90746940016,no_change,101227.90746940016,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.28104478,-97.71336247,E MARTIN LUTHER KING JR BLVD & WALNUT,40000.0,101402.72307860237,no_change,101402.72307860237,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.35028476,-97.71857247,GAULT ST & W ANDERSON LN,40000.0,112052.55085957707,no_change,112052.55085957707,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.19850381,-97.77667763,6200 S CONGRESS AVE,100000.0,153403.89755748806,increase_enforcement,116586.96214369092,36816.93541379714,0.24000000000000002,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.17944783,-97.84101559,W SLAUGHTER LN & WEST GATE BLVD,260000.0,292439.1532996898,no_change,292439.1532996898,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Bicycle involvement detected. Higher-speed environment detected.
30.24051075,-97.80027362,4100 S LOOP 360,310000.0,102288.99191567834,reduce_speed_limit,83876.97337085624,18412.018544822102,0.18,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.33773349,-97.71884271,N LAMAR BLVD & AIRPORT BLVD,560000.0,97596.48812352247,no_change,97596.48812352247,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.23468478,-97.71375247,1500 FARO DR,20000.0,45882.28114355361,no_change,45882.28114355361,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Nighttime conditions detected.
30.43436474,-97.69524247,CENTURY PARK BLVD & ELM RIDGE LN,250000.0,53616.47007910403,no_change,53616.47007910403,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here.
30.29935032,-97.66172994,5300 STATE HIGHWAY 183,120000.0,109396.4841381363,reduce_speed_limit,89705.11699327176,19691.367144864533,0.18,"Reduces severity, especially in higher-speed environments and where VRUs are present. Higher-speed environment detected."
30.263373,-97.74456221,E CESAR CHAVEZ ST & CONGRESS AVE,40000.0,105183.1330737259,increase_enforcement,82042.8437975062,23140.2892762197,0.22000000000000003,Compliance-focused action; strongest in higher-speed or nighttime contexts.
30.32539343,-97.67308806,2300 E STATE HIGHWAY 183,160000.0,162433.268314913,increase_enforcement,123449.28391933389,38983.984395579115,0.23999999999999996,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
30.29269038,-97.67823255,5000 SPRINGDALE RD,260000.0,109991.9506717014,no_change,109991.9506717014,0.0,0.0,Predicted risk is low or interventions are not cost-effective/feasible here. Higher-speed environment detected.
30.24712879,-97.8884882,W STATE HIGHWAY 71 & FLETCHER DR,470000.0,177579.94960707152,increase_enforcement,134960.76170137437,42619.18790569715,0.2399999999999999,Compliance-focused action; strongest in higher-speed or nighttime contexts. Higher-speed environment detected.
