ID,Crash ID,crash_fatal_fl,case_id,rpt_block_num,rpt_street_name,rpt_street_sfx,crash_speed_limit,road_constr_zone_fl,latitude,longitude,crash_sev_id,sus_serious_injry_cnt,nonincap_injry_cnt,poss_injry_cnt,non_injry_cnt,unkn_injry_cnt,tot_injry_cnt,death_cnt,units_involved,point,motor_vehicle_death_count,motor_vehicle_serious_injury_count,bicycle_death_count,bicycle_serious_injury_count,pedestrian_death_count,pedestrian_serious_injury_count,motorcycle_death_count,motorcycle_serious_injury_count,other_death_count,other_serious_injury_count,onsys_fl,private_dr_fl,micromobility_serious_injury_count,micromobility_death_count,Crash timestamp (US/Central),Crash_year,Crash timestamp,Is deleted,Is temporary record,Law enforcement fatality count,Reported street prefix,Estimated Maximum Comprehensive Cost,Estimated Total Comprehensive Cost,Location ID,Location group,Address
1349366,20600479,FALSE,250080390,15300,IH 35 NB,,65,TRUE,30.4393274,-97.66861328,5,0,0,0,2,0,0,0,Large passenger vehicle,POINT (-97.66861328 30.4393274),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/8/2025 8:12,2025,1/8/2025 14:12,FALSE,FALSE,0,,20000,40000,0148AA222F3,2,15300 N IH 35
1350244,20618124,FALSE,250060996,9800,GREAT HILLS TRL,,45,FALSE,30.39410475,-97.74695246,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.74695246 30.39410475),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/6/2025 16:45,2025,1/6/2025 22:45,FALSE,FALSE,0,,20000,40000,3D90CB3CBE,1,GREAT HILLS TRL & RESEARCH BLVD SVRD SB
1352125,20642075,FALSE,250151074,8200,N FM 620 RD NB,,55,FALSE,30.420265647569323,-97.84551352,2,0,1,0,1,0,1,0,Passenger car,POINT (-97.8455135172097 30.420265647569323),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/15/2025 17:19,2025,1/15/2025 23:19,FALSE,FALSE,0,,250000,270000,07C378BF010,1,8200 LOOP 620
1349777,20608126,FALSE,250060806,9600,SVRD NB,,50,TRUE,30.15746176,-97.78989321,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.78989321 30.15746176),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/6/2025 14:00,2025,1/6/2025 20:00,FALSE,FALSE,0,,20000,20000,02FE38A09D,1,IH 35 SVRD & BRANDT RD
1351597,20631141,FALSE,250290643,13400,N US 183 HWY NB,HWY,65,FALSE,30.44881706,-97.79035735,5,0,0,0,2,0,0,0,Motor vehicle – other & Passenger car,POINT (-97.79035735 30.44881706),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/29/2025 12:32,2025,1/29/2025 18:32,FALSE,FALSE,0,,20000,40000,95AEEF26FB0,2,N US 183 & E ANDERSON MILL RD
1351975,20639002,FALSE,250230111,600,NECHES ST,ST,-1,FALSE,30.26760338,-97.73794763,5,0,0,0,2,0,0,0,Large passenger vehicle & Motor vehicle – other,POINT (-97.73794763 30.26760338),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/23/2025 2:20,2025,1/23/2025 8:20,FALSE,FALSE,0,,20000,40000,0DE1C96379,1,600 NECHES ST
1352547,20649351,FALSE,250420319,13700,N SH 45 E WB,,75,FALSE,30.47509229,-97.77839112,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.77839112 30.47509229),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/11/2025 7:40,2025,2/11/2025 13:40,FALSE,FALSE,0,,20000,20000,5E9636056A,1,13700 N SH 45 E WB
1351394,20629269,FALSE,250070793,400,E FM 1626,RD,45,FALSE,30.14190481,-97.79959245,5,0,0,0,3,0,0,0,Passenger car,POINT (-97.79959245 30.14190481),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/7/2025 14:48,2025,1/7/2025 20:48,FALSE,FALSE,0,,20000,60000,11B3441C44,1,E FM 1626 RD & FARRAH LN
1349562,20606057,FALSE,250140078,2200,MANOR,RD,35,FALSE,30.28429478,-97.71913247,5,0,0,0,2,0,0,0,Motor vehicle – other & Passenger car,POINT (-97.71913247 30.28429478),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/14/2025 1:14,2025,1/14/2025 7:14,FALSE,FALSE,0,,20000,40000,3AD1CA02BE,1,MANOR RD & COLETO ST
1351903,20636425,FALSE,250320062,15001,W PECAN ST,,45,FALSE,30.4412133,-97.66616682,5,0,0,0,3,0,0,0,Passenger car,POINT (-97.66616682 30.4412133),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/1/2025 1:29,2025,2/1/2025 7:29,FALSE,FALSE,0,,20000,60000,04FC51BEA8,1,15001 W PECAN ST
1349915,20613048,FALSE,250180749,1400,ED BLUESTEIN SVRD SB,,55,FALSE,30.25364486,-97.67966145,2,0,1,0,0,0,1,0,Passenger car,POINT (-97.67966145 30.25364486),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/18/2025 12:58,2025,1/18/2025 18:58,FALSE,FALSE,0,,250000,250000,DBFCA3590A,1,US 183 SVRD & BOLM RD
1348697,20595367,FALSE,250050623,,704 E ST JOHNS,,40,FALSE,30.333133089310834,-97.70506774,2,0,1,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.70506774199343 30.333133089310834),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/5/2025 11:37,2025,1/5/2025 17:37,FALSE,FALSE,0,,250000,290000,B969D10606,1,704 E ST JOHNS
1348943,20595317,FALSE,250041216,4800,ED BLUESTEIN BLVD,,60,FALSE,30.28931917,-97.66491998,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.66491998 30.28931917),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/4/2025 19:16,2025,1/5/2025 1:16,FALSE,FALSE,0,,20000,20000,DD294E5DE774,1,4800 US 183 SVRD
1349376,20601183,FALSE,250100458,1000,CHICON ST,,35,FALSE,30.26686494,-97.72014293,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.72014293 30.26686494),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/10/2025 9:42,2025,1/10/2025 15:42,FALSE,FALSE,0,,20000,20000,B267B1BF1D,1,CHICON ST & E 11TH ST
1352343,20643961,FALSE,250210055,0,E BEN WHITE BLVD WB,BLVD,45,FALSE,30.21642638,-97.75030662,2,0,1,0,0,0,1,0,Passenger car,POINT (-97.75030662 30.21642638),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/21/2025 0:57,2025,1/21/2025 6:57,FALSE,FALSE,0,,250000,250000,73ECB6179AA,2,0 N US 290
1352169,20640908,FALSE,250220609,,ANDERSON MILL RD,RD,40,FALSE,30.44863475,-97.79096244,3,0,0,1,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.79096244 30.44863475),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/22/2025 12:46,2025,1/22/2025 18:46,FALSE,FALSE,0,,200000,240000,C0F5C2716F,1,ANDERSON MILL RD & N RESEARCH BLVD SVRD NB BLVD
1350115,20616124,FALSE,251090989,600,E RIVERSIDE DR,,40,FALSE,30.25182869,-97.74137233,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.74137233 30.25182869),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/19/2025 15:57,2025,1/19/2025 21:57,FALSE,FALSE,0,,20000,20000,A316F8B265,1,600 E RIVERSIDE DR
1352187,20642087,FALSE,250361257,9406,DESSAU RD,RD,40,FALSE,30.34980349,-97.67624428,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.67624428 30.34980349),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/5/2025 19:28,2025,2/6/2025 1:28,FALSE,FALSE,0,,20000,40000,578B8C4DC1,1,9406 S DESSAU RD
1349501,20604284,FALSE,250110589,1100,W HOWARD LN,LN,45,TRUE,30.42429578,-97.6715213,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.6715213 30.42429578),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/11/2025 11:29,2025,1/11/2025 17:29,FALSE,FALSE,0,,20000,40000,6A3BEEDAFF,1,W HOWARD LN & N IH 35 SVRD
1349145,20597796,FALSE,250080521,1800,TERI RD,RD,-1,FALSE,30.20325479,-97.75393246,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.75393246 30.20325479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/8/2025 10:04,2025,1/8/2025 16:04,FALSE,FALSE,0,,20000,40000,A95F3911A5,1,E TERI RD & N FREIDRICH LN
1352511,20648729,FALSE,250300060,25000,SH 71,,55,FALSE,30.2218023,-97.68365378,3,0,0,1,0,0,1,0,Large passenger vehicle,POINT (-97.68365378 30.2218023),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/30/2025 6:21,2025,1/30/2025 12:21,FALSE,FALSE,0,,200000,200000,D4A76FFDB8F,2,25000 W STATE HIGHWAY 71
1349013,20597409,FALSE,250071014,11322,ESCARPMENT BLVD,,45,FALSE,30.18376815,-97.89791684,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.89791684 30.18376815),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/7/2025 17:14,2025,1/7/2025 23:14,FALSE,FALSE,0,,20000,40000,020C5EFF55,1,11322 ESCARPMENT BLVD
1349799,20609675,FALSE,250111102,12000,S IH 35 NB,,70,FALSE,30.15165987,-97.79185001,5,0,0,0,3,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.79185001 30.15165987),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/11/2025 18:16,2025,1/12/2025 0:16,FALSE,FALSE,0,,20000,60000,97A2E59400F,2,12000 IH 35
1348298,20588454,FALSE,250010671,9351,DECKER LAKE,RD,50,FALSE,30.28502557,-97.61815639,0,0,0,0,0,0,0,0,Large passenger vehicle & Motorcycle,POINT (-97.61815639 30.28502557),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/1/2025 19:53,2025,1/2/2025 1:53,FALSE,FALSE,0,,20000,20000,18295FF7AC,1,9351 DECKER LAKE RD
1352104,20641056,FALSE,250110696,,NOT REPORTED,,70,FALSE,30.173583662520997,-97.78165305,1,1,0,0,1,0,1,0,Motorcycle & Passenger car,POINT (-97.78165305367041 30.173583662520997),0,0,0,0,0,0,0,1,0,0,TRUE,FALSE,0,0,1/11/2025 13:01,2025,1/11/2025 19:01,FALSE,FALSE,0,,3000000,3020000,AB0939BB52C,2,IH 35
1350093,20616000,FALSE,250200983,6380,WILLIAM CANNON,DR,45,FALSE,30.1689448,-97.73849247,2,0,4,0,0,1,4,0,Passenger car,POINT (-97.73849247 30.1689448),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/20/2025 17:37,2025,1/20/2025 23:37,FALSE,FALSE,0,,250000,1020000,7D1C0A5BC7,1,E WILLIAM CANNON DR & SALT SPRINGS DR
1352481,20648108,FALSE,250391191,2800,1ST,ST,35,FALSE,30.23670479,-97.76305246,5,0,0,0,1,0,0,0,Large passenger vehicle,POINT (-97.76305246 30.23670479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/8/2025 18:02,2025,2/9/2025 0:02,FALSE,FALSE,0,,20000,20000,A4E86CD444,1,S 1ST ST & EL PASO ST
1352474,20648081,FALSE,250221131,13300,IH 35 SVRD NB,,50,TRUE,30.41901647,-97.67214166,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.67214166 30.41901647),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/22/2025 19:32,2025,1/23/2025 1:32,FALSE,FALSE,0,,20000,40000,06CC072FE2,1,13300 N IH 35 SVRD
1351323,20628277,FALSE,250271053,12300,N IH 35 SB,,60,TRUE,30.40082719,-97.67436243,5,0,0,0,4,0,0,0,Passenger car,POINT (-97.67436243 30.40082719),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/27/2025 17:38,2025,1/27/2025 23:38,FALSE,FALSE,0,,20000,80000,3BA23BB32F6,2,12300 N IH 35
1351360,20629274,FALSE,250150622,500,STASSNEY LN,,-1,FALSE,,,5,0,0,0,4,0,0,0,Passenger car,,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/25/2025 11:20,2025,1/25/2025 17:20,FALSE,FALSE,0,,20000,80000,,,500 STASSNEY LN
1349568,20606215,FALSE,250140301,8000,MOPAC,EXPY,65,TRUE,30.3585583,-97.74551208,3,0,0,2,3,0,2,0,Large passenger vehicle,POINT (-97.74551208 30.3585583),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/14/2025 7:17,2025,1/14/2025 13:17,FALSE,FALSE,0,,200000,460000,6E8EEF54B15,2,8000 N LOOP 1
1351788,20636336,FALSE,250320335,7300,METROPOLIS,DR,30,FALSE,30.20659371,-97.69896534,5,0,0,0,2,0,0,0,Large passenger vehicle,POINT (-97.69896534 30.20659371),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/1/2025 6:35,2025,2/1/2025 12:35,FALSE,FALSE,0,,20000,40000,A4C20847A2,1,7300 E METROPOLIS DR
1352194,20642602,FALSE,250370340,11500,ANDERSON MILL,RD,40,FALSE,30.45237475,-97.82197244,5,0,0,0,2,0,0,0,Passenger car,POINT (-97.82197244 30.45237475),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/6/2025 7:43,2025,2/6/2025 13:43,FALSE,FALSE,0,,20000,40000,D09F134D49,1,ANDERSON MILL RD & FENCE POST TRL
1349847,20611367,FALSE,250160708,11700,BOULDER LN,LN,30,FALSE,30.44258614,-97.8314199,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.8314199 30.44258614),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/16/2025 13:00,2025,1/16/2025 19:00,FALSE,FALSE,0,,20000,40000,6B59F99177,1,11700 BOULDER LN
1351948,20638444,FALSE,250310026,2000,WOODWARD,ST,45,FALSE,30.21574479,-97.74407247,3,0,0,1,0,2,1,0,Passenger car,POINT (-97.74407247 30.21574479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/31/2025 0:29,2025,1/31/2025 6:29,FALSE,FALSE,0,,200000,240000,C3A7087B3D,1,WOODWARD ST & E BEN WHITE BLVD SVRD WB BLVD
1349175,20598891,FALSE,250090321,5000,E RIVERSIDE DR,DR,35,FALSE,30.23109327,-97.71629993,5,0,0,0,2,0,0,0,Large passenger vehicle,POINT (-97.71629993 30.23109327),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/9/2025 8:08,2025,1/9/2025 14:08,FALSE,FALSE,0,,20000,40000,BCB061AB83,1,5000 E RIVERSIDE DR
1349868,20611889,FALSE,250170754,900,LIVE OAK,,30,FALSE,30.23796479,-97.74527246,2,0,1,0,0,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.74527246 30.23796479),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/17/2025 13:04,2025,1/17/2025 19:04,FALSE,FALSE,0,,250000,250000,68A7FE91AF,1,E LIVE OAK & TRAVIS HEIGHTS BLVD
1349739,20609673,FALSE,250050934,11000,DESSAU RD,RD,35,FALSE,30.37360476,-97.66363248,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.66363248 30.37360476),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/5/2025 16:15,2025,1/5/2025 22:15,FALSE,FALSE,0,,20000,40000,184D67206C,1,11000 DESSAU RD
1352378,20645716,FALSE,250390068,7900,S IH 35 SVRD NB,HWY,70,TRUE,30.17659,-97.77933,2,0,1,0,1,1,1,0,Large passenger vehicle & Passenger car,POINT (-97.77933 30.17659),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/8/2025 0:47,2025,2/8/2025 6:47,FALSE,FALSE,0,,250000,290000,24C38FB355,1,7900 S IH 35 SVRD NB HWY
1349311,20601888,FALSE,2501-0035,400,MARTIN LUTHER KING JR,BLVD,30,FALSE,30.28171908,-97.74193753,2,0,1,0,1,0,1,0,Large passenger vehicle,POINT (-97.74193753 30.28171908),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/7/2025 9:40,2025,1/7/2025 15:40,FALSE,FALSE,0,,250000,270000,77BB1AC271,1,400 W MARTIN LUTHER KING JR BLVD
1351513,20631139,FALSE,250290714,11400,BURNET,RD,35,FALSE,30.39115164856952,-97.72189663,2,0,1,0,1,0,1,0,Passenger car,POINT (-97.72189662849969 30.39115164856952),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/29/2025 13:25,2025,1/29/2025 19:25,FALSE,FALSE,0,,250000,270000,32AB2EFBBA,1,BURNET RD & W BRAKER LN
1350478,20613021,FALSE,250161106,5700,AIRPORT BLVD,,40,FALSE,30.321895956909657,-97.71427629,2,0,1,0,1,0,1,0,Bicycle & Large passenger vehicle,POINT (-97.71427628733872 30.321895956909657),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/16/2025 18:00,2025,1/17/2025 0:00,FALSE,FALSE,0,,250000,270000,AA5DCB36EE,1,5700 AIRPORT BLVD
1350088,20615995,FALSE,250190881,,NOT REPORTED,,50,FALSE,30.32082383,-97.69617138,5,0,0,0,2,0,0,0,Motor vehicle – other & Passenger car,POINT (-97.69617138 30.32082383),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/19/2025 14:33,2025,1/19/2025 20:33,FALSE,FALSE,0,,20000,40000,C471A66C69,1,US 290 SVRD
1352268,20644345,FALSE,250371133,900,W BRAKER LN,,40,FALSE,30.382718727772343,-97.68834731,3,0,0,2,2,0,2,0,Passenger car,POINT (-97.6883473058437 30.382718727772343),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,2/6/2025 17:52,2025,2/6/2025 23:52,FALSE,FALSE,0,,200000,440000,E369FDEEDB,1,900 W BRAKER LN
1349486,20604190,FALSE,250060140,0,E SH 71 WB,,70,FALSE,30.21642486,-97.75129549,2,0,2,0,0,0,2,0,Large passenger vehicle,POINT (-97.75129549 30.21642486),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/6/2025 2:29,2025,1/6/2025 8:29,FALSE,FALSE,0,,250000,500000,537E907A680,2,0 STATE HIGHWAY 71
1351230,20625682,FALSE,250260337,8900,RESEARCH BLVD NB,BLVD,60,FALSE,30.37092633,-97.72142945,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.72142945 30.37092633),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/26/2025 4:20,2025,1/26/2025 10:20,FALSE,FALSE,0,,20000,20000,5DB50E75CF6,2,8900 N IH 35
1350576,20622742,FALSE,250230982,818,PARMER,LN,55,FALSE,30.408203738849963,-97.67385001,2,0,1,0,5,0,1,0,Passenger car,POINT (-97.67385000722106 30.408203738849963),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/24/2025 0:00,2025,1/24/2025 6:00,FALSE,FALSE,0,,250000,350000,B1136FA93E,1,W PARMER LN & IH 35 SVRD
1352080,20640222,FALSE,250350177,3300,N IH 35 NB,,70,FALSE,30.28662655,-97.72485507,2,0,1,0,1,0,1,0,Large passenger vehicle,POINT (-97.72485507 30.28662655),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,2/4/2025 4:29,2025,2/4/2025 10:29,FALSE,FALSE,0,,250000,270000,ECC25569ADF,2,3300 IH 35
1351567,20632737,FALSE,250190305,7600,N LAMAR BLVD SB,BLVD,40,FALSE,30.34426654,-97.71484521,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.71484521 30.34426654),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/19/2025 3:34,2025,1/19/2025 9:34,FALSE,FALSE,0,,20000,20000,DA382FE6C3,1,7600 N LAMAR BLVD SB BLVD
1349259,20600430,FALSE,250091243,6400,IH 35 NB,,60,TRUE,30.19071183,-97.77008887,2,0,1,0,1,0,1,0,Passenger car,POINT (-97.77008887 30.19071183),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/9/2025 21:40,2025,1/10/2025 3:40,FALSE,FALSE,0,,250000,270000,69B5FAC7829,2,6400 S IH 35
1350465,20625702,FALSE,250270229,11400,IH 35 SB,,70,FALSE,30.13829958,-97.79660058,2,0,1,0,2,0,1,0,Large passenger vehicle & Passenger car,POINT (-97.79660058 30.13829958),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/27/2025 6:14,2025,1/27/2025 12:14,FALSE,FALSE,0,,250000,290000,098D2433FBE,2,11400 S IH 35
1350529,20621713,FALSE,250231152,7100,183 TOLL SB,,80,FALSE,30.31812948,-97.66411617,2,0,1,0,1,0,1,0,Large passenger vehicle,POINT (-97.66411617 30.31812948),0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,0,1/23/2025 19:07,2025,1/24/2025 1:07,FALSE,FALSE,0,,250000,270000,B5D66793121,2,7100 TOLL ROAD 183
1351405,20629297,FALSE,250290043,7100,LEVANDER LOOP,LOOP,55,FALSE,30.25039286,-97.68714169,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.68714169 30.25039286),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/29/2025 1:00,2025,1/29/2025 7:00,FALSE,FALSE,0,,20000,20000,727D4897742,2,7100 S US 183
1349491,20604254,FALSE,250101179,309,FM 1327 RD,,55,FALSE,30.11255745,-97.8027185,5,0,0,0,1,0,0,0,Passenger car,POINT (-97.8027185 30.11255745),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/10/2025 20:24,2025,1/11/2025 2:24,FALSE,FALSE,0,,20000,20000,,,309 FM 1327
1351280,20626183,FALSE,TX25-123729,,IH 35,HWY,70,TRUE,30.36187032,-97.6859205,5,0,0,0,2,0,0,0,Large passenger vehicle & Passenger car,POINT (-97.6859205 30.36187032),0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,0,0,1/24/2025 20:21,2025,1/25/2025 2:21,FALSE,FALSE,0,,20000,40000,031314FB506,2,S IH 35
